id,sender_id,date,text,etiket
30762,-1001174252940.0,2024-12-02 23:05:17+00:00,bir adamın genç kadına tecavüz ettiği kadının yardım isteyerek çığlıklar attığı anlar güvenlik kameraları tarafından kaydedildi genç kadının yaşadığı o anlara dair sansürsüz görüntüler özel kanalımızda paylaşılmıştır silinmeden izlemek için httpstmexodvkitou42mddk,Olumsuz
105601,-1001201138291.0,2024-11-20 07:13:38+00:00,alman vatandaşından rusyada şampuan şişeli sabotaj planı rus istihbaratı sınırda yakaladı ayrıntılarhttpsanlatilaninotesicomtr202411201090588348html takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
8906,6465817817.0,2024-12-06 16:47:33+00:00,yok wallahi yalan söylüyor sun,Olumsuz
106539,-1001201138291.0,2024-11-28 05:29:03+00:00,oreşnik avrupada şimdiye kadar kullanılan en uzun menzilli silah httpsanlatilaninotesicomtr20240530kirimda8atacmsfuzesiimhaedildi1084336189html haberin detaylarıhttpsanlatilaninotesicomtr20241128oresnikavrupadasimdiyekadarkullanilanenuzunmenzillisilah1090911800html takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
30325,-1001174252940.0,2024-11-23 13:03:36+00:00,kocaelinin izmit ilçesinde 2 aracın karıştığı kazada bir kişi yaralandı araçlarda ise hasar oluştu,Tarafsız
8487,-1001869363265.0,2024-11-21 06:47:37+00:00,zelenski kievin askeri yollarla kırımı geri almasının ve 1991 sınırlarına dönmesinin imkansız olduğunu kabul etti putini silahlarla 1991 sınırlarına geri püskürtmeye yetecek kadar gücümüz yok kırımı geri almak uğruna on binlerce insanımızı harcayamayız,Olumsuz
30611,-1001174252940.0,2024-11-29 20:26:46+00:00,sondakika chp genel başkanı özgür özel hakkında kamu görevlisine hakaret ve terörle mücadele eden kişileri hedef gösterme iddiasıyla soruşturma başlatıldı,Olumsuz
105815,-1001201138291.0,2024-11-21 18:12:41+00:00,rusya devlet başkanı vladimir putinin konuşmasından öne çıkanlar 19 kasımda 6 atacms füzesi ve 21 kasımda storm shadow sistemleri kursk ve bryansk bölgelerindeki hedeflere saldırdı ancak hava savunma sistemleri bu saldırıları püskürttü ukraynadaki çatışma batının rusyaya yönelik uzun menzilli füze saldırılarının ardından küresel bir nitelik kazandı rusyanın en yeni füze sistemlerinin yeni testleri sırasında vurulacak hedefler ülkeye yönelik tehditler temelinde belirlenecek rusya kendisine karşı silah kullanılmasına izin veren ülkelerin askeri tesislerine karşı silah kullanma hakkına sahip olduğunu düşünüyor rusya ukraynadaki sivillere ve diğer devletlerin vatandaşlarına oreşnik gibi sistemlerin kullanılması durumunda olası yenilgi bölgelerini terk etmelerini önceden teklif edecek rusya dnepropetrovskta diğer ürünlerin yanı sıra füze teknolojisi üreten bir tesisi vurdu haberin detaylarıhttpsanlatilaninotesicomtr202411211090668909html takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
105782,-1001201138291.0,2024-11-21 12:40:23+00:00,israilin beyrutun güney kısımlarına devam ettirdiği saldırıların sonuçları sputnik muhabirinin kamerasından görüntülendi takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
105276,-1001201138291.0,2024-11-16 11:37:01+00:00,trump beyaz saray sözcüsü adayı olarak karoline leavitti gösterdi detaylarhttpsanlatilaninotesicomtr202411161090476104html,Tarafsız
9011,-1001869363265.0,2024-11-29 17:32:21+00:00,izmir kemalpaşada kamyon hafif ticari 2 otomobil ve minibüsün kazaya karıştı yaşanan kazada 2 kişi öldü 3ü ağır 7 kişi yaralandı,Tarafsız
105151,-1001201138291.0,2024-11-15 06:57:27+00:00,sürü ihaya karşı mücadelede çok etkileyici rus iha bastırıcısına ilgi büyüyor httpsanlatilaninotesicomtr20240530kirimda8atacmsfuzesiimhaedildi1084336189html haberin detaylarıhttpsanlatilaninotesicomtr20241115suruihayakarsimucadeledecoketkileyicirusihabastiricisinailgibuyuyor1090422297html takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
7962,-1002495078419.0,2024-12-03 09:37:29+00:00,ankarada mhp eski il yöneticisi ferhat özcanı öldüren mhp pursaklar ilçe başkanı mehmet ersin ekinci hakkında kasten adam öldürme suçundan müebbet hapis cezası talep edildi,Olumsuz
105451,-1001201138291.0,2024-11-18 20:15:46+00:00,israil medyası lübnandan tel aviv ve çevresine füze saldırısı düzenlendiğini bildiriyor edinilen bilgilere göre ben gurion havalimanında çalışmalar geçici olarak durduruldu birçok bölgede elektrik kesintisi yaşandı saldırıda yaralananlar olduğu bildiriliyor takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
74991,6109580849.0,2024-10-31 20:26:33+00:00,verileri paylaşmadığı için oluyo bunlar hep,Tarafsız
8273,7886920441.0,2024-12-03 19:28:19+00:00,anne tarafı mardinli,Tarafsız
6998,1039987556.0,2024-11-30 15:40:04+00:00,niye korkuyorsun türkiyenin askeri türkiyede olmalı,Olumsuz
8443,-1001869363265.0,2024-11-20 18:18:17+00:00,yeliz olarak da bilinen eski akp milletvekili ahmet hamdi çamlı alenen atatürke saldırdı bizi küçücük bir konserve kutusuna sıkıştırdılar biz darlanınca yemende hint okyanusuna karşı nefes alıyorduk akdeniz bizim sapanca gölümüzdü egeden gerilerek atlamayın kafanız yunan adasına çarpar kim bu hale getirdi kılıçaroğlunun dedesi yaptı onların zihniyeti bu hale getirdi,Olumsuz
104605,-1001201138291.0,2024-11-10 08:01:42+00:00,batının yaptırımları aşıldı rusyadan türkiyeye vize teşekkürü ayrıntılarhttpsanlatilaninotesicomtr202411101090228332html takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
106442,-1001201138291.0,2024-11-27 10:24:54+00:00,rusya silahlı kuvvetleri donetsk halk cumhuriyetinde bir yerleşimde daha kontrolü sağladı httpsanlatilaninotesicomtr20240530kirimda8atacmsfuzesiimhaedildi1084336189html haberin detaylarıhttpsanlatilaninotesicomtr20241127rusyasilahlikuvvetleridonetskhalkcumhuriyetindebiryerlesimdedahakontrolusagladi1090882950html takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
106627,-1001201138291.0,2024-11-29 02:50:06+00:00,sırbistan cumhurbaşkanı vucic ülkedeki bomba sığınaklarının durumundan duyduğu endişeyi dile getirdi haberin detaylarıhttpsanlatilaninotesicomtr202411291090953117html takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
104890,-1001201138291.0,2024-11-13 06:34:47+00:00,mali dışişleri bakanından ukrayna için saldırgan devlet nitelendirmesi nedenini anlamıyoruz httpsanlatilaninotesicomtr20240530kirimda8atacmsfuzesiimhaedildi1084336189html haberin detaylarıhttpsanlatilaninotesicomtr20241113malidisisleribakanindanukraynaicinsaldirgandevletnitelendirmesinedeninianlamiyoruz1090327538html takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
8325,7886920441.0,2024-12-03 19:57:16+00:00,bra,Tarafsız
105831,-1001201138291.0,2024-11-21 19:40:14+00:00,rusya devlet başkanı vladimir putin rusya her zaman tüm sorunların çözümü için barışçıl yolları tercih ediyor ancak aynı zamanda her türlü gelişmeye de hazır bundan hala şüphe duyan varsa yanılıyor her zaman bir cevap olacak haberin detaylarıhttpsanlatilaninotesicomtr202411211090668909html takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
8110,7886920441.0,2024-12-03 13:54:11+00:00,quran,Tarafsız
8268,-1001869363265.0,2024-11-17 09:31:01+00:00,bağcılardaki polis aracına yönelik saldırı anlarına ait yeni görüntüler ortaya çıktı haberx,Olumsuz
30008,-1001174252940.0,2024-11-16 11:12:48+00:00,elazığda bir şantiye alanında kepçenin devrilmesi sonucu 2 çocuk hayatını kaybetti,Tarafsız
30678,-1001174252940.0,2024-12-01 12:27:01+00:00,sondakika dışişleri bakanlığı kaynakları dışişleri bakanı hakan fidan irak başbakan yardımcısı ve dışişleri bakanı fuad hüseyin ile bugün bir telefon görüşmesi gerçekleştirdi görüşmede suriyedeki gelişmeler ele alındı,Tarafsız
105494,-1001201138291.0,2024-11-19 07:58:23+00:00,rus su34 kursk bölgesindeki ukrayna mevziini uçan bombayla vurdu httpsanlatilaninotesicomtr20240530kirimda8atacmsfuzesiimhaedildi1084336189html haberin detaylarıhttpsanlatilaninotesicomtr20241119rusyabolgelerinde25ukraynaihasiengellendi1090542734html takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
107283,-1001201138291.0,2024-12-06 17:01:40+00:00,ukraynadaki özel askeri operasyona katılan rus askerleri donetsk halk cumhuriyetindeki novooçeretovatoye yerleşim yerinde uçurduğu fpv ihasıyla ukraynalı iha piotlarını vurdu akabinde gerçekleştirilen ikinci iha saldırısıyla da ukrayna ordusunun teçhizat taşıyan aracı imha edildi takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
30499,-1001174252940.0,2024-11-27 09:22:37+00:00,israil ordusunun üst düzey subayı haham tzvi koganı 2 gün önce baede öldüren 3 özbek istanbulda yakalandı baeye iade edildi,Olumsuz
7559,6006206481.0,2024-12-02 09:26:54+00:00,pkk mi,Olumsuz
7079,609517172.0,2024-11-30 19:24:17+00:00,hey there mustafa and welcome to haberanti grup how are you,Tarafsız
73754,6084718107.0,2024-10-02 19:23:53+00:00,her zaman,Tarafsız
30754,-1001174252940.0,2024-12-02 21:36:42+00:00,gökçe bahadır yılın kadını oldu,Tarafsız
73746,7019445589.0,2024-10-02 19:22:08+00:00,hüseyin bey bugün sizi çok güldürdüm bir çayınızı icerim,Tarafsız
105121,-1001201138291.0,2024-11-14 19:20:07+00:00,yunanistan ordusunu yeniden yapılandırmaya hazırlanıyor türkiyeden potansiyel tehdit olarak bahsedildi yunanistan tarihi rakibi türkiyeye ayak uydurmak üzere savunmasına yatırım yapma konusunda istekli haberin detaylarıhttpsanlatilaninotesicomtr202411141090410542html takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
8266,-1001869363265.0,2024-11-17 09:22:50+00:00,hassas içeriktir sokak ortasında cinayet çanakkale bayramiçte bir şahıs kız kardeşine sarkıntılık yaptığı iddiasıyla sokak ortasında bir kişiye kurşun yağdırdı saldırıya uğrayan şahıs hayatını kaybetti,Olumsuz
5967,6607591468.0,2024-11-27 22:47:43+00:00,12 tane var haber kanalı bunu haber yapan,Tarafsız
104295,-1001201138291.0,2024-11-07 10:40:02+00:00,israil ordusunun lübnanın başkenti beyrutun güneyindeki bir apartmana düzenlediği hava saldırısında çocuklar ve kadınlar da dahil en az 30 kişi hayatını kaybetti takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
106145,-1001201138291.0,2024-11-25 08:55:06+00:00,okan aslanla gün ortası radyo sputnikte başlıyor radyo sputnik artık türkiyenin 7 bölgesinde 7 gün 24 saat yayında,Tarafsız
104720,-1001201138291.0,2024-11-11 13:40:04+00:00,no text,Tarafsız
30241,-1001174252940.0,2024-11-21 17:20:29+00:00,halil konakcı islama düşman olanlar bugün ezanlar atatürk sayesinde okunuyor diyor anadolu müslüman halkını iki kadeh rakı içmekle itham ediyor bunların ezan hakkı hakkında konuşması kadar komik bir durum yok,Olumsuz
9087,-1001869363265.0,2024-12-02 15:20:57+00:00,babasının yıllarca cinsel istismarına mağdur kalan se 2022de telefonuyla kaydettiği saldırıya ilişkin suç duyurusunda bulundu yaşadıklarına dayanamayan se suç duyurusunun ardından yaşamına son verdi senin babası te 50 yıl 3 ay hapis cezasına çarptırıldı,Olumsuz
104490,-1001201138291.0,2024-11-08 15:20:17+00:00,yeri ve zamanı programında güçlü özganın konuğu olan gazeteci barış mutlu türkiyede insanlar şiddeti dışında tutan bir şey söylüyorsa korkmadan söyleyebilmeli haberin detayıhttpsanlatilaninotesicomtr202411081090172873html,Olumsuz
30661,-1001174252940.0,2024-12-01 08:02:52+00:00,acun ilıcalı harcama limitim yok uçak masrafı diye çok ciddi bir masraf var hayatımda tekne masrafı var bakmakla mükellef olduğum en az bir 10 kişi var onun dışında sadece bana bakan bizim şirkette yaklaşık 20 kişi var ben kendim harcama yaparak bizim şirketi deviremem,Tarafsız
8157,-1002495078419.0,2024-12-03 14:05:02+00:00,erzurumda toprak donmadan önce 500 mezar yeri kazıldı,Tarafsız
8964,7886920441.0,2024-12-06 17:08:52+00:00,hepde öyle olur,Tarafsız
5984,6518105413.0,2024-11-27 23:00:22+00:00,böyle böyle adam edecez seni,Tarafsız
6256,-1002495078419.0,2024-11-28 16:05:13+00:00,iran devrim muhafızlarının kıdemli danışmanlarından hac hashem lakaplı kayumarth pourhasheminin kırsaldaki çatışmalar sırasında öldürüldü,Olumsuz
105685,-1001201138291.0,2024-11-20 18:01:12+00:00,chp genel başkanı özel ile mit başkanı kalın görüşmesinin detayları ortaya çıktı haberin detaylarıhttpsanlatilaninotesicomtr202411201090623590html takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
8267,-1001869363265.0,2024-11-17 09:30:10+00:00,istanbul bağcılarda bir polis aracına el yapımı patlayıcı ve molotoflu saldırı yapıldı olay yerine yasıda polis ekibi gelmesi ile ara sokaklarda taştı gösteriler polis helikopteri geç saatlere kadar bölgede tarama yaptı haberx,Olumsuz
8359,6528300477.0,2024-12-03 23:10:01+00:00,yetmez varsa tekel bayileri basalım babalarını arattıralım açmazlarsa da gereğini yapalım,Tarafsız
105302,-1001201138291.0,2024-11-16 20:40:14+00:00,rus ordusu kursk bölgesinin sınır bölgesindeki ukrayna ordusuna ait ateş mevzilerini imha etti takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
104174,-1001201138291.0,2024-11-06 10:41:24+00:00,paylaşılan videoda araçların tahliyesi ile ilgili detaylara yer verildi httpsanlatilaninotesicomtr20240530kirimda8atacmsfuzesiimhaedildi1084336189html haberin detaylarıhttpsanlatilaninotesicomtr20241106rusaskerlerukraynaordusunaait10danfazlavurulanaskeriaracitahliyeetti1090088600html takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
6870,6006206481.0,2024-11-30 12:58:56+00:00,muhallifleri mi vuruyor pkk ypgyi mi esat halkini mj,Olumsuz
30501,-1001174252940.0,2024-11-27 09:47:18+00:00,terör çikmaz sokaktir mhp genel başkanı devlet bahçeli terör çıkmaz sokaktır kürt kardeşlerimizin terör örgütleri ile ne ilgisi ne ilişkisi vardır yeterince çile çekildi yeterince acı yaşandı silah seçenek değil kucaklayıcı siyaset hedefimizdir,Olumsuz
106791,-1001201138291.0,2024-12-01 15:53:12+00:00,rusya savunma bakanlığı ukrayna silahlı kuvvetlerinin yoğunlaştığı nikolaev bölgesindeki geçici konuşlanma noktasının iskender füzesi ile vurulduğu ana ilişkin görüntüleri paylaştı takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
7273,1565861629.0,2024-12-01 13:32:25+00:00,no text,Tarafsız
104556,-1001201138291.0,2024-11-09 13:34:18+00:00,narin güran davasında duruşmaya damga vuran an mahkeme başkanı cübbesini çıkararak müdahale etti haberin detayları httpsanlatilaninotesicomtr202411091090216030html takip edin sputnik türkiyehttpstmetr_sputnik,Tarafsız
6908,6465817817.0,2024-11-30 14:18:53+00:00,suriyede at izi it izine karışmış durumda,Tarafsız
103937,-1001201138291.0,2024-11-04 18:18:08+00:00,israilden şamın güneyine hava saldırısı suriye savunma bakanlığı israilin şamın güneyine bir hava saldırısı gerçekleştirdiğini saldırıda maddi hasar meydana geldiğini açıkladı ayrıntılarhttpsanlatilaninotesicomtr202411041090024024html,Olumsuz
9039,-1001869363265.0,2024-11-30 12:41:35+00:00,samet aybaba ben hiç kimseye hakkımı helal etmiyorum whatsappta da helalleşme şeyi var mı öyle bir dünya yok,Tarafsız
9075,-1001869363265.0,2024-12-02 15:20:55+00:00,ekrem imamoğlu türk halkının abye olan inancına darbe vuran dört temel konu olduğunu düşünüyorum vize meselesi kıbrıs türk kamuoyu abnin filistin konusundaki sessizliği göç ve sığınmacılar meselesi,Olumsuz
103958,-1001201138291.0,2024-11-05 05:21:11+00:00,abdde başkanlık seçimleri sırasında nashville kentindeki bir elektrik santralini patlatmayı planlayan bir neonazinin fbi tarafından gözaltına alındığı bildirildi ayrıca seçimde görev alan kişilerin de çok sayıda tehdit aldığı belirtildi httpsanlatilaninotesicomtr20240530kirimda8atacmsfuzesiimhaedildi1084336189html haberin detaylarıhttpsanlatilaninotesicomtr20241105abddesecimlersirasindateroreylemiplanlayanbirneonaziyakalandisecimgorevlileride1090032306html takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
29985,-1001174252940.0,2024-11-15 21:07:12+00:00,kocaelide sonbaharın renkleri eşsiz manzaralar ortaya çıkarmaya devam ediyor kentin yüksek kesimleride sis ve sonbaharın renkleri bir araya geldi,Tarafsız
30377,-1001174252940.0,2024-11-24 12:03:13+00:00,birleşmiş milletler israilin saldırılarını sürdürdüğü lübnandan yaklaşık 560 bin kişi suriyeye geçti,Olumsuz
30541,-1001174252940.0,2024-11-28 10:13:13+00:00,adalet bakanlığı dem partinin terör örgütü elebaşı abdullah öcalan ile görüşmek için yaptığı başvuruyu kabul etti sözcü,Tarafsız
106157,-1001201138291.0,2024-11-25 09:58:57+00:00,lübnanın başkenti beyrutun güneyine yönelik gece saatlerinde gerçekleştirilen saldırı dalgasının ardından sosyal medyada yer alan görüntüler israilin yeni saldırısı hizbullahın geçtiğimiz ekim ayından bu yana en büyük roket saldırısının ardından geldi hizbullah geçtiğimiz gün israile yaklaşık 350 füze atmıştı takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
6841,7792893024.0,2024-11-30 11:57:56+00:00,hts yı abd nın eğitimi ve desteği ile bölgeden atacaklar gibi pkk öncülüğünde,Olumsuz
8520,-1001869363265.0,2024-11-21 14:01:46+00:00,fatma kınıkın teminat ödeyip yurtdışı çıkış yasağını kaldırtma talebi reddedildi arabasıyla çarptığı gencin ölümüne neden olan kerem kınıkın kızı fatma kınık teminat ödeyerek yurtdışı çıkış yasağını kaldırtmak istedi mahkeme bu talebi reddetti birgün ismail arı,Olumsuz
74765,7091392926.0,2024-10-14 16:41:16+00:00,sadece yazabiliyorum,Tarafsız
74658,6311765201.0,2024-10-13 14:45:18+00:00,yok diyeceğim alacağım tepkiyi biliyorum,Tarafsız
106315,-1001201138291.0,2024-11-26 13:47:37+00:00,rusya kursk bölgesinde vurulan abd yapımı atacms füzelerinin fotoğraflarını paylaştı rusya savunma bakanlığı 23 ve 25 kasım tarihlerinde ukrayna ordusunun saldırılarında kullanılan ve kursk bölgesinde vurulan abd yapımı uzun menzilli atacms füzelerinin kalıntılarını kamuoyuyla paylaştı takip edin sputnik türkiyehttpstmetr_sputnik,Olumsuz
30003,-1001174252940.0,2024-11-16 10:02:56+00:00,kişisel verileri koruma kurumu kvkk twitche veri sızıntısı nedeniyle 2 milyon lira idari para cezası verdi,Tarafsız
